source_id,ra,ra_error,dec,dec_error,pmra,pmra_error,pmdec,pmdec_error,parallax,parallax_error,phot_g_mean_mag,bp_rp,radial_velocity,radial_velocity_error,phot_variable_flag,teff_val,a_g_val
5949439726960951808,262.94014549559864,0.2269165743202916,-49.71808580809174,0.22428743942419863,-0.3505260465629721,0.44013160061986384,0.2058135814625271,0.37611232945451994,0.19375111722188276,0.2682303361159431,18.466305,1.142353,,,NOT_AVAILABLE,,
3005217895805445504,92.52936781864592,0.09988804749959097,-9.559503804476185,0.11094153218535038,0.14259423566176294,0.19658437852130786,-0.03050535703659297,0.18942105414517843,0.10542910225307003,0.11731172875960692,17.529366,1.2410774,,,NOT_AVAILABLE,,
3005158449161330816,91.24896270595606,0.2073366264401166,-9.780772167362855,0.2306911599805857,-0.006585426847931826,0.41034827257031903,0.38447642610129457,0.4189187462438593,0.22058262160856285,0.24995808800869476,18.812666,1.2393913,,,NOT_AVAILABLE,,
3005212123369401088,92.67998926335994,0.17949888558700738,-9.69475383150545,0.18606092611404965,0.2573944307613122,0.3616994204848874,0.3720589240647211,0.37541837965857133,0.13251863609741696,0.20253981920226316,18.648697,1.2864532,,,NOT_AVAILABLE,,
3005108288238499840,91.30479846484538,0.17249161322357653,-10.256046430855177,0.2148544860653175,0.0016723741218542172,0.33131105605411865,0.2095215559353294,0.4087234577355559,0.15962160267770661,0.2253603688928117,18.370848,1.4815655,,,NOT_AVAILABLE,,
3005179546040717440,92.41189708408007,0.2415727185630699,-9.88960050808733,0.27058939029149026,0.09180716518357926,0.45176942405389126,0.30511110039151823,0.4240218477931215,0.0736687351889806,0.2877941817879652,19.06401,1.5949497,,,NOT_AVAILABLE,,
3005185833874332672,91.97464665873848,0.11347712544947779,-9.987865584523664,0.13900897776965557,-0.0037185595663213116,0.21645281587294046,-0.21428330907601337,0.2719830629960805,0.03690563697725385,0.15059638857848665,17.149555,1.187645,,,NOT_AVAILABLE,,
3005230089216469760,92.4742195917546,0.1776570342378382,-9.509901673042943,0.1934082799818599,-0.017983761654100424,0.35223968553076784,0.07403082643573348,0.32403927753272355,0.07904421639159423,0.20973369660834454,18.422678,0.95493126,,,NOT_AVAILABLE,,
3005143502676421504,91.67185476031308,0.214449186487913,-9.941039282555776,0.21532960253535563,-0.3454392413702387,0.4372002344288455,0.2713159452607952,0.4353753558514568,0.19296998702822743,0.2338114231817114,18.67201,1.3364716,,,NOT_AVAILABLE,,
3005094952366065152,91.65902217880857,0.20893747570013946,-10.000374949447348,0.20324590753686403,0.05452438665568478,0.42426670647813053,0.3123933827736177,0.41016858403469436,0.10139167150679188,0.20119346173266656,18.574142,1.2126675,,,NOT_AVAILABLE,,
3005225313212651008,92.2448202538569,0.22254280741082774,-9.623692010704383,0.2762025498768825,-0.37979251763245764,0.4754527616550097,0.3635473847786316,0.45409889250617147,-0.1101916664966702,0.3116833917067377,18.772528,1.0308704,,,NOT_AVAILABLE,,
5946770593736878080,264.707533322746,0.17787872252776804,-49.73914234255481,0.16675437272298313,-0.29840743404987796,0.309460931162994,-0.02395385829060071,0.2624001136041013,0.08925837366876377,0.2034674596371955,18.008606,0.94595146,,,NOT_AVAILABLE,,
3005076363747377536,91.81533694746057,0.20360275861976954,-10.21789572008376,0.21998615151288445,-0.03158880574769888,0.4384630345310417,-0.2768730264043817,0.4703991377526799,0.01444961456343053,0.26238659330015396,18.489683,1.0538692,,,NOT_AVAILABLE,,
3005079971519804928,91.55021749617745,0.17096161244232982,-10.321416134086135,0.22015424114029894,-0.17260585108781878,0.3554826461283121,0.05341113704434736,0.3693472545211564,-0.12770258813192845,0.2522730335160817,18.500217,1.627142,,,NOT_AVAILABLE,,
5946793477328072064,264.0038630190531,0.24247638724085127,-49.99792416180947,0.23771304849134875,0.21487857179929104,0.4187266265099158,-0.10928941251488813,0.3958037447833539,-0.269666998542994,0.34277148906108246,19.063581,1.3449993,,,NOT_AVAILABLE,,
3005068770245092480,91.78352701874664,0.21542920762192683,-10.323354692929815,0.23759138890511072,-0.4674908224644017,0.4899374273476851,-0.43303119798659495,0.4955623936458864,0.007498697435681476,0.2918090315110768,18.764862,1.3235016,,,NOT_AVAILABLE,,
3005160240164246912,91.3275179933837,0.10146337345977967,-9.818838839579136,0.11436255586370207,0.08664987160862189,0.2150664007636183,-0.25751964464282157,0.286559381079877,-0.008968575964106723,0.13382911879587805,17.546186,1.5012836,,,NOT_AVAILABLE,,
3005070423808391040,91.78650305066412,0.14284601314606019,-10.248718750382272,0.18780734314684866,0.17894922620914347,0.2852518291456648,0.03497310272361852,0.3061395153238852,0.14860858940722776,0.21397600388038887,18.220737,1.3439713,,,NOT_AVAILABLE,,
3005126632043318656,91.16828004212402,0.14306741140039259,-10.055214818381954,0.19365291369432444,-0.1721461911146145,0.30239820996810896,0.3713763821112477,0.4119528247859606,0.014993443133204477,0.1999136896632695,17.871702,1.1500454,,,NOT_AVAILABLE,,
3005217169954694400,92.50620942239745,0.23293438346380038,-9.602210438535328,0.23890356068894505,0.40779103469185257,0.45891750301857637,0.04551994111829395,0.40141402397113496,0.15981323805059308,0.2648520904422241,18.690525,0.9564419,,,NOT_AVAILABLE,,
5949438730501254656,262.97622472573244,0.16887248133556462,-49.83762471143964,0.18447026616456472,-0.29869936960342214,0.3200890273883742,0.2708476396229172,0.2847739622068461,0.0792885387353949,0.24409545628338686,18.08826,0.69948006,,,NOT_AVAILABLE,,
3005106329733528832,91.22129667087627,0.21941738077814754,-10.305980682392681,0.2639094948279753,0.2832590735390422,0.3773921431782008,0.3139105721144469,0.4235277412709865,-0.08469019015270558,0.25371354908596194,18.44725,1.3214531,,,NOT_AVAILABLE,,
3005217238674183936,92.53937176266432,0.21872147412706336,-9.593253670949629,0.22735552554498398,-0.385802295203239,0.4203678316066353,0.24758441270885076,0.390233642803949,-0.23648613409051714,0.25349531544382703,18.76199,1.1820774,,,NOT_AVAILABLE,,
3005223045469931776,92.35617667613018,0.14789956650654207,-9.61656973307282,0.16094045273153174,-0.17965078650124672,0.2960041883992269,0.10731086661171359,0.260497331851932,0.03459492893932044,0.18033781112934158,18.017433,1.4722061,,,NOT_AVAILABLE,,
